titulo,meters,price,bathrooms,category,link,municipality,operation,owner,rooms
"Chalet 3 habitaciones, Urbanitzacions de Llevant, Tarragona",530 m²,€ 595.000,3 baños,Chalet,https://www.indomio.es/anuncios/95379229/,Tarragona,Venta,El Balcó Immobiliària,6
"Casa unifamiliar 6 habitaciones, Urbanitzacions de Llevant, Tarragona",468 m² ,€ 525.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/93222477/,Tarragona,Venta,Unic Propietats,9
"Piso de dos habitaciones a reformar, octava planta, Sant Pere i Sant Pau, Tarragona",74 m²,€ 116.000,1 baño,Piso,https://www.indomio.es/anuncios/93456481/,Tarragona,Venta,El Piset Immobiliaria,3
"Casa unifamiliar 10 habitaciones, Urbanitzacions de Llevant, Tarragona",397 m² ,€ 650.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/95688029/,Tarragona,Venta,Exp España,11
"Piso de tres habitaciones Calle Gran Canaria, Torreforta-La Granja-Campclar, Tarragona",89 m²,€ 114.900,1 baño,Piso,https://www.indomio.es/anuncios/95282309/,Tarragona,Venta,El Piset Immobiliaria,4
"Piso de tres habitaciones Calle Sant Domenec, Part Alta, Tarragona",91 m²,€ 215.000,1 baño,Piso,https://www.indomio.es/anuncios/92956947/,Tarragona,Venta,Fincas Eva,4
"Piso de tres habitaciones a reformar, cuarta planta, Barris Marítims, Tarragona",81 m²,€ 110.000,1 baño,Piso ,https://www.indomio.es/anuncios/93970967/,Tarragona,Venta,,5
"Piso de tres habitaciones tercera planta, Nou Eixample, Tarragona",71 m²,€ 150.500,1 baño,Piso,https://www.indomio.es/anuncios/95508451/,Tarragona,Venta,"MediterrÁnea Finques Grup, S.L",4
"Casa adosada 4 habitaciones, Torreforta-La Granja-Campclar, Tarragona",175 m²,€ 249.999,2 baños,Casa adosada,https://www.indomio.es/anuncios/94809351/,Tarragona,Venta,FINQUES ESTHER,6
"Piso de tres habitaciones buen estado, cuarta planta, Nou Eixample, Tarragona",90 m²,€ 130.000,1 baño,Piso,https://www.indomio.es/anuncios/93590913/,Tarragona,Venta,GABINET IMMOBLES,4
"Piso de tres habitaciones Rambla De Ponent, Torreforta-La Granja-Campclar, Tarragona",90 m²,€ 179.500,2 baños,Piso,https://www.indomio.es/anuncios/95374903/,Tarragona,Venta,Immo BC,5
"Piso de dos habitaciones Calle Set, Bonavista, Tarragona",85 m²,€ 63.000,1 baño,Piso,https://www.indomio.es/anuncios/95480231/,Tarragona,Venta,Aliseda Inmobiliaria,3
"Piso de cuatro habitaciones Nova 116, Nou Eixample, Tarragona",180 m²,€ 278.000,2 baños,Piso,https://www.indomio.es/anuncios/92391785/,Tarragona,Venta,Unic Propietats,6
"Piso de tres habitaciones 81 m², Sant Pere i Sant Pau, Tarragona",81 m²,€ 115.000,1 baño,Piso,https://www.indomio.es/anuncios/95379183/,Tarragona,Venta,El Balcó Immobiliària,4
"Piso de cuatro habitaciones Calle Sant Antoni Maria Claret, Nou Eixample, Tarragona",100 m²,€ 184.500,2 baños,Piso,https://www.indomio.es/anuncios/95374911/,Tarragona,Venta,Immo BC,6
"Casa unifamiliar 5 habitaciones, Part Alta, Tarragona",220 m²,€ 585.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/94878195/,Tarragona,Venta,Keller Williams Imperium,8
"Piso de dos habitaciones 78 m², Bonavista, Tarragona",78 m²,€ 79.800,1 baño,Piso,https://www.indomio.es/anuncios/95812951/,Tarragona,Venta,Velstand Servicios inmobiliarios,3
"Piso de tres habitaciones Rambla President Lluís Companys, Nou Eixample, Tarragona",120 m²,€ 265.000,2 baños,Piso,https://www.indomio.es/anuncios/95654649/,Tarragona,Venta,Casa Teva 2022,5
"Piso de dos habitaciones 66 m², Tarragona",66 m²,€ 149.990,1 baño,Piso,https://www.indomio.es/anuncios/95525811/,Tarragona,Venta,Inmotoday,3
"Piso de cuatro habitaciones Andorra, Nou Eixample, Tarragona",82 m²,€ 165.000,2 baños,Piso,https://www.indomio.es/anuncios/95975781/,Tarragona,Venta,Finques Imperial,6
"Piso de tres habitaciones Calle De Narcis Oller, Urbanitzacions de Llevant, Tarragona",89 m²,€ 312.000,2 baños,Piso,https://www.indomio.es/anuncios/95925871/,Tarragona,Venta,Don Piso Salou,5
"Piso de cuatro habitaciones Rambla Nova, Eixample, Tarragona",122 m²,€ 265.000,2 baños,Piso,https://www.indomio.es/anuncios/95481937/,Tarragona,Venta,GARRIDO IMMOBILIÀRIA,6
"Casa unifamiliar 4 habitaciones, Urbanitzacions de Llevant, Tarragona",356 m² ,€ 990.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/92391763/,Tarragona,Venta,Unic Propietats,6
"Casa unifamiliar La Mora, Urbanitzacions de Llevant, Tarragona",135 m²,€ 250.000,desc,Casa unifamiliar,https://www.indomio.es/anuncios/95925845/,Tarragona,Venta,Don Piso Salou,2
"Casa adosada 3 habitaciones, Sant Salvador, Tarragona",118 m²,€ 180.000,2 baños,Casa adosada,https://www.indomio.es/anuncios/95156985/,Tarragona,Venta,Farre Industrial,5
"Piso de una habitación nuevo, segunda planta, Eixample, Tarragona",174 m²,€ 360.000,desc,Piso ,https://www.indomio.es/anuncios/94933843/,Tarragona,Venta,Franquiciado Tecnocasa: ASSESSORIA CIUTAT DE TARRAGONA SLU,2
"Casa unifamiliar Cerdanya, Urbanitzacions de Llevant, Tarragona",125 m²,€ 290.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/94942595/,Tarragona,Venta,Housell,7
"Piso de cuatro habitaciones Calle Rovira I Virgili, Eixample, Tarragona",144 m²,€ 330.000,2 baños,Piso,https://www.indomio.es/anuncios/95813769/,Tarragona,Venta,GARRIDO IMMOBILIÀRIA,6
"Casa unifamiliar 4 habitaciones, Sant Pere i Sant Pau, Tarragona",250 m²,€ 255.000,2 baños,Casa unifamiliar ,https://www.indomio.es/anuncios/95996775/,Tarragona,Venta,Franquiciado Tecnocasa: ASSESSORIA CIUTAT DE TARRAGONA SLU,7
"Piso de cuatro habitaciones Calle Sant Pere-, Barris Marítims, Tarragona",130 m²,€ 206.000,2 baños,Piso,https://www.indomio.es/anuncios/94610435/,Tarragona,Venta,Aliseda Inmobiliaria,6
"Casa unifamiliar 3 habitaciones, Urbanitzacions de Llevant, Tarragona",500 m² ,€ 595.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95693217/,Tarragona,Venta,Finques Orven,6
"Piso de dos habitaciones Calle Deltebre, Torreforta-La Granja-Campclar, Tarragona",85 m²,€ 118.500,desc,Piso,https://www.indomio.es/anuncios/95965363/,Tarragona,Venta,Immo BC,2
"Chalet 10 habitaciones, Urbanitzacions de Llevant, Tarragona",397 m² ,€ 650.000,3+ baños,Chalet,https://www.indomio.es/anuncios/95379263/,Tarragona,Venta,El Balcó Immobiliària,11
"Piso de tres habitaciones muy buen estado, Eixample, Tarragona",70 m² ,€ 165.000,1 baño,Piso,https://www.indomio.es/anuncios/95984435/,Tarragona,Venta,Safti,4
"Piso de tres habitaciones muy buen estado, entreplanta, Bonavista, Tarragona",80 m²,€ 89.000,1 baño,Piso ,https://www.indomio.es/anuncios/94730135/,Tarragona,Venta,Franquiciado Tecnocasa: ASSESSORIA CIUTAT DE TARRAGONA SLU,5
"Piso de cuatro habitaciones Rambla Nova, Eixample, Tarragona",182 m²,€ 290.000,2 baños,Piso,https://www.indomio.es/anuncios/93641897/,Tarragona,Venta,Housfy,6
"Piso Calle Divuit, Bonavista, Tarragona",96 m²,€ 88.000,desc,Piso,https://www.indomio.es/anuncios/95843751/,Tarragona,Venta,Aliseda Inmobiliaria,0
